datetime_utc,conds,dewptm,fog,hail,heatindexm,hum,precipm,pressurem,rain,snow,tempm,thunder,tornado,vism,wdird,wdire,wgustm,windchillm,wspdm,year,month,day,hour,AQI
20150130-06:00,Smoke,6,0,0,,38,,1022,0,0,16,0,0,1,270,West,,,24.1,2015,01,30,06,0
20150130-09:00,Haze,2,0,0,,21,,1020,0,0,19,0,0,4,290,WNW,,,22.2,2015,01,30,09,0
20150130-12:00,Haze,4,0,0,,31,,1019,0,0,17,0,0,4,320,NW,,,14.8,2015,01,30,12,0
20150130-15:00,Haze,6,0,0,,54,,1020,0,0,13,0,0,2,250,WSW,,,5.6,2015,01,30,15,0
20150130-18:00,Mist,7,0,0,,67,,1020,0,0,11,0,0,2,290,WNW,,,7.4,2015,01,30,18,0
20150130-21:00,Mist,6,0,0,,71,,1019,0,0,10,0,0,2,270,West,,,7.4,2015,01,30,21,0
20150131-00:00,Mist,6,0,0,,76,,1018,0,0,9,0,0,2,250,WSW,,,3.7,2015,01,31,00,0
20150131-03:00,Mist,6,0,0,,69,,1020,0,0,9,0,0,1,270,West,,,11.1,2015,01,31,03,0
20150131-06:00,Haze,3,0,0,,27,,1019,0,0,17,0,0,4,270,West,,,22.2,2015,01,31,06,0
20150131-09:00,Haze,2,0,0,,18,,1016,0,0,21,0,0,4,290,WNW,,,24.1,2015,01,31,09,0
20150131-12:00,Haze,5,0,0,,28,,1016,0,0,20,0,0,4,320,NW,,,11.1,2015,01,31,12,0
20150131-15:00,Mist,9,0,0,,67,,1017,0,0,13,0,0,2,,,,,0,2015,01,31,15,0
20150131-18:00,Mist,9,0,0,,85,,1019,0,0,11,0,0,2,,,,,0,2015,01,31,18,0
20150131-21:00,Partial Fog,9,1,0,,91,,1018,0,0,10,0,0,0.5,,,,,0,2015,01,31,21,0
20150201-00:00,Partial Fog,7,1,0,,94,,1019,0,0,8,0,0,0.5,,,,,0,2015,02,01,00,0
20150201-03:00,Partial Fog,8,1,0,,93,,1020,0,0,8,0,0,0.2,,,,,0,2015,02,01,03,0
20150201-06:00,Smoke,7,0,0,,30,,1019,0,0,20,0,0,1,140,SE,,,11.1,2015,02,01,06,0
20150201-09:00,Haze,6,0,0,,22,,1016,0,0,24,0,0,2,160,SSE,,,11.1,2015,02,01,09,0
20150201-12:00,Haze,10,0,0,,43,,1015,0,0,20,0,0,2,110,ESE,,,7.4,2015,02,01,12,0
20150201-15:00,Mist,11,0,0,,72,,1018,0,0,15,0,0,2,,,,,0,2015,02,01,15,0
20150201-18:00,Mist,11,0,0,,79,,1018,0,0,13,0,0,1,90,East,,,5.6,2015,02,01,18,0
20150201-21:00,Mist,11,0,0,,89,,1017,0,0,12,0,0,1,140,SE,,,5.6,2015,02,01,21,0
20150202-00:00,Mist,10,0,0,,88,,1017,0,0,12,0,0,1,110,ESE,,,7.4,2015,02,02,00,0
20150202-03:00,Patches of Fog,10,1,0,,72,,1019,0,0,14,0,0,0.5,90,East,,,5.6,2015,02,02,03,0
20150202-06:00,Smoke,12,0,0,,52,,1020,0,0,19,0,0,1,90,East,,,18.5,2015,02,02,06,0
20150202-09:00,Smoke,11,0,0,,37,,1016,0,0,23,0,0,1,90,East,,,11.1,2015,02,02,09,0
20150202-12:00,Smoke,13,0,0,,52,,1016,0,0,20,0,0,1,90,East,,,11.1,2015,02,02,12,0
20150202-15:00,Mist,14,0,0,,70,,1018,0,0,18,0,0,1,90,East,,,9.3,2015,02,02,15,0
20150202-18:00,Mist,12,0,0,,68,,1017,0,0,17,0,0,1,140,SE,,,18.5,2015,02,02,18,0
20150202-21:00,Mist,12,0,0,,72,,1017,0,0,16,0,0,1,110,ESE,,,13,2015,02,02,21,0
20150203-00:00,Mist,11,0,0,,72,,1017,0,0,15,0,0,1,90,East,,,7.4,2015,02,03,00,0
20150203-03:00,Mist,11,0,0,,72,,1020,0,0,15,0,0,1,90,East,,,3.7,2015,02,03,03,0
20150203-06:00,Smoke,13,0,0,,51,,1020,0,0,20,0,0,1,90,East,,,7.4,2015,02,03,06,0
20150203-09:00,Haze,13,0,0,,46,,1019,0,0,22,0,0,1,230,SW,,,11.1,2015,02,03,09,0
20150203-12:00,Smoke,13,0,0,,65,,1020,0,0,19,0,0,1,270,West,,,14.8,2015,02,03,12,0
20150203-15:00,Mist,13,0,0,,82,,1022,0,0,15,0,0,1,290,WNW,,,3.7,2015,02,03,15,0
20150203-18:00,Patches of Fog,13,1,0,,90,,1023,0,0,15,0,0,0.5,320,NW,,,3.7,2015,02,03,18,0
20150203-21:00,Patches of Fog,12,1,0,,92,,1023,0,0,13,0,0,0.5,290,WNW,,,5.6,2015,02,03,21,0
20150204-00:00,Patches of Fog,12,1,0,,95,,1022,0,0,12,0,0,0.5,290,WNW,,,7.4,2015,02,04,00,0
20150204-03:00,Heavy Fog,12,1,0,,96,,1024,0,0,12,0,0,0.02,270,West,,,14.8,2015,02,04,03,0
20150204-06:00,Heavy Fog,12,1,0,,84,,1025,0,0,14,0,0,0.5,270,West,,,14.8,2015,02,04,06,0
20150204-09:00,Smoke,12,0,0,,55,,1022,0,0,20,0,0,0.5,320,NW,,,14.8,2015,02,04,09,0
20150204-12:00,Haze,13,0,0,,58,,1020,0,0,19,0,0,2,320,NW,,,11.1,2015,02,04,12,0
20150204-15:00,Mist,12,0,0,,80,,1021,0,0,15,0,0,1,,,,,0,2015,02,04,15,0
20150204-18:00,Mist,12,0,0,,87,,1021,0,0,14,0,0,1,270,West,,,3.7,2015,02,04,18,0
20150204-21:00,Partial Fog,11,1,0,,94,,1021,0,0,11,0,0,0.2,270,West,,,7.4,2015,02,04,21,0
20150205-00:00,Partial Fog,10,1,0,,99,,1020,0,0,11,0,0,0.5,270,West,,,3.7,2015,02,05,00,0
20150205-03:00,Partial Fog,9,1,0,,95,,1021,0,0,10,0,0,0.2,270,West,,,11.1,2015,02,05,03,0
20150205-06:00,Haze,9,0,0,,46,,1021,0,0,18,0,0,2,320,NW,,,18.5,2015,02,05,06,0
20150205-09:00,Haze,2,0,0,,16,,1018,0,0,22,0,0,4,340,NNW,,,14.8,2015,02,05,09,0
20150205-12:00,Haze,4,0,0,,22,,1017,0,0,21,0,0,2,290,WNW,,,11.1,2015,02,05,12,0
20150205-15:00,Haze,8,0,0,,58,,1019,0,0,14,0,0,2,,,,,0,2015,02,05,15,0
20150205-18:00,Mist,8,0,0,,80,,1019,0,0,11,0,0,1,,,,,0,2015,02,05,18,0
20150205-21:00,Patches of Fog,8,1,0,,87,,1019,0,0,10,0,0,0.5,,,,,0,2015,02,05,21,0
20150206-00:00,Partial Fog,8,1,0,,93,,1019,0,0,8,0,0,0.5,,,,,0,2015,02,06,00,0
20150206-03:00,Partial Fog,9,1,0,,97,,1021,0,0,9,0,0,0.5,,,,,0,2015,02,06,03,0
20150206-06:00,Haze,8,0,0,,30,,1020,0,0,21,0,0,2,230,SW,,,5.6,2015,02,06,06,0
20150206-09:00,Haze,6,0,0,,21,,1018,0,0,24,0,0,2,320,NW,,,11.1,2015,02,06,09,0
20150206-12:00,Haze,8,0,0,,30,,1016,0,0,22,0,0,4,230,SW,,,7.4,2015,02,06,12,0
20150206-15:00,Haze,10,0,0,,64,,1018,0,0,15,0,0,2,,,,,0,2015,02,06,15,0
20150206-18:00,Mist,10,0,0,,81,,1020,0,0,12,0,0,2,,,,,0,2015,02,06,18,0
20150206-21:00,Mist,9,0,0,,85,,1020,0,0,10,0,0,1,,,,,0,2015,02,06,21,0
20150207-00:00,Patches of Fog,8,1,0,,95,,1018,0,0,9,0,0,0.5,,,,,0,2015,02,07,00,0
20150207-03:00,Partial Fog,9,1,0,,98,,1020,0,0,10,0,0,0.5,,,,,0,2015,02,07,03,0
20150207-06:00,Haze,9,0,0,,35,,1019,0,0,21,0,0,2,230,SW,,,7.4,2015,02,07,06,0
20150207-09:00,Haze,10,0,0,,27,,1015,0,0,25,0,0,2,90,East,,,7.4,2015,02,07,09,0
20150207-12:00,Haze,10,0,0,,34,,1014,0,0,23,0,0,2,,,,,0,2015,02,07,12,0
20150207-15:00,Mist,11,0,0,,72,,1016,0,0,15,0,0,2,,,,,0,2015,02,07,15,0
20150207-18:00,Mist,11,0,0,,86,,1017,0,0,13,0,0,1,,,,,0,2015,02,07,18,0
20150207-21:00,Mist,10,0,0,,94,,1017,0,0,11,0,0,1,,,,,0,2015,02,07,21,0
20150208-00:00,Mist,9,0,0,,95,,1016,0,0,10,0,0,1,,,,,0,2015,02,08,00,0
20150208-03:00,Patches of Fog,10,1,0,,92,,1018,0,0,10,0,0,0.5,,,,,0,2015,02,08,03,0
20150208-06:00,Smoke,11,0,0,,41,,1019,0,0,21,0,0,1,270,West,,,9.3,2015,02,08,06,0
20150208-09:00,Smoke,10,0,0,,31,,1016,0,0,24,0,0,2,320,NW,,,13,2015,02,08,09,0
20150208-12:00,Haze,9,0,0,,29,,1015,0,0,23,0,0,2,320,NW,,,9.3,2015,02,08,12,0
20150208-15:00,Haze,11,0,0,,62,,1018,0,0,16,0,0,2,,,,,0,2015,02,08,15,0
20150208-18:00,Mist,12,0,0,,75,,1019,0,0,15,0,0,2,,,,,0,2015,02,08,18,0
20150208-21:00,Mist,12,0,0,,86,,1018,0,0,14,0,0,1,290,WNW,,,3.7,2015,02,08,21,0
20150209-00:00,Mist,11,0,0,,89,,1019,0,0,12,0,0,1,,,,,0,2015,02,09,00,0
20150209-03:00,Mist,11,0,0,,86,,1021,0,0,13,0,0,1,290,WNW,,,3.7,2015,02,09,03,0
20150209-06:00,Haze,10,0,0,,34,,1021,0,0,22,0,0,4,0,North,,,11.1,2015,02,09,06,0
20150209-09:00,Haze,9,0,0,,25,,1018,0,0,25,0,0,4,320,NW,,,22.2,2015,02,09,09,0
20150209-12:00,Haze,9,0,0,,31,,1018,0,0,23,0,0,2,320,NW,,,7.4,2015,02,09,12,0
20150209-15:00,Mist,11,0,0,,69,,1020,0,0,16,0,0,2,,,,,0,2015,02,09,15,0
20150209-18:00,Mist,11,0,0,,83,,1021,0,0,13,0,0,2,,,,,0,2015,02,09,18,0
20150209-21:00,Mist,11,0,0,,91,,1020,0,0,11,0,0,2,,,,,0,2015,02,09,21,0
20150210-00:00,Partial Fog,11,1,0,,97,,1021,0,0,11,0,0,0.2,,,,,0,2015,02,10,00,0
20150210-03:00,Patches of Fog,10,1,0,,86,,1022,0,0,12,0,0,0.5,,,,,0,2015,02,10,03,0
20150210-06:00,Haze,9,0,0,,37,,1022,0,0,20,0,0,2,290,WNW,,,11.1,2015,02,10,06,0
20150210-09:00,Haze,6,0,0,,22,,1019,0,0,23,0,0,4,270,West,,,11.1,2015,02,10,09,0
20150210-12:00,Haze,8,0,0,,30,,1018,0,0,22,0,0,4,290,WNW,,,11.1,2015,02,10,12,0
20150210-15:00,Haze,10,0,0,,67,,1019,0,0,15,0,0,4,,,,,0,2015,02,10,15,0
20150210-18:00,Haze,10,0,0,,79,,1019,0,0,12,0,0,4,230,SW,,,3.7,2015,02,10,18,0
20150210-21:00,Patches of Fog,10,1,0,,94,,1018,0,0,11,0,0,0.5,,,,,0,2015,02,10,21,0
20150211-00:00,Partial Fog,9,1,0,,92,,1017,0,0,9,0,0,0.5,,,,,0,2015,02,11,00,0
20150211-03:00,Mist,10,0,0,,79,,1019,0,0,12,0,0,1,,,,,0,2015,02,11,03,0
20150211-06:00,Haze,9,0,0,,35,,1019,0,0,21,0,0,2,250,WSW,,,3.7,2015,02,11,06,0
20150211-09:00,Haze,10,0,0,,32,,1016,0,0,23,0,0,2,340,NNW,,,7.4,2015,02,11,09,0
20150211-12:00,Haze,12,0,0,,46,,1015,0,0,22,0,0,2,290,WNW,,,3.7,2015,02,11,12,0
20150211-15:00,Mist,13,0,0,,76,,1017,0,0,16,0,0,2,,,,,0,2015,02,11,15,0
20150211-18:00,Mist,11,0,0,,83,,1017,0,0,13,0,0,1,,,,,0,2015,02,11,18,0
20150211-21:00,Mist,11,0,0,,90,,1017,0,0,12,0,0,1,,,,,0,2015,02,11,21,0
20150212-00:00,Mist,9,0,0,,88,,1017,0,0,10,0,0,1,,,,,0,2015,02,12,00,0
20150212-03:00,Patches of Fog,9,1,0,,93,,1018,0,0,10,0,0,0.5,,,,,0,2015,02,12,03,0
20150212-06:00,Smoke,11,0,0,,43,,1019,0,0,20,0,0,1,270,West,,,18.5,2015,02,12,06,0
20150212-09:00,Haze,12,0,0,,40,,1016,0,0,22,0,0,2,290,WNW,,,16.7,2015,02,12,09,0
20150212-12:00,Haze,11,0,0,,43,,1014,0,0,21,0,0,2,270,West,,,13,2015,02,12,12,0
20150212-15:00,Mist,12,0,0,,72,,1015,0,0,16,0,0,2,,,,,0,2015,02,12,15,0
20150212-18:00,Mist,11,0,0,,84,,1016,0,0,13,0,0,1,,,,,0,2015,02,12,18,0
20150212-21:00,Mist,11,0,0,,94,,1014,0,0,12,0,0,1,,,,,0,2015,02,12,21,0
20150213-00:00,Partial Fog,10,1,0,,93,,1014,0,0,11,0,0,0.2,270,West,,,3.7,2015,02,13,00,0
20150213-03:00,Mist,9,0,0,,74,,1014,0,0,12,0,0,2,270,West,,,9.3,2015,02,13,03,0
20150213-06:00,Haze,10,0,0,,34,,1014,0,0,22,0,0,4,230,SW,,,11.1,2015,02,13,06,0
20150213-09:00,Haze,6,0,0,,19,,1012,0,0,25,0,0,4,290,WNW,,,20.4,2015,02,13,09,0
20150213-12:00,Haze,9,0,0,,27,,1010,0,0,24,0,0,4,290,WNW,,,9.3,2015,02,13,12,0
20150213-15:00,Haze,11,0,0,,61,,1012,0,0,17,0,0,2,,,,,0,2015,02,13,15,0
20150213-18:00,Mist,11,0,0,,80,,1013,0,0,14,0,0,2,,,,,0,2015,02,13,18,0
20150213-21:00,Mist,11,0,0,,84,,1012,0,0,13,0,0,1,,,,,0,2015,02,13,21,0
20150214-00:00,Mist,10,0,0,,89,,1011,0,0,12,0,0,1,,,,,0,2015,02,14,00,0
20150214-03:00,Mist,12,0,0,,93,,1012,0,0,14,0,0,1,,,,,0,2015,02,14,03,0
20150214-06:00,Haze,10,0,0,,28,,1010,0,0,25,0,0,4,270,West,,,14.8,2015,02,14,06,0
20150214-09:00,Haze,13,0,0,,29,,1007,0,0,28,0,0,4,320,NW,,,11.1,2015,02,14,09,0
20150214-12:00,Haze,14,0,0,,35,,1008,0,0,26,0,0,4,320,NW,,,7.4,2015,02,14,12,0
20150214-15:00,Mist,14,0,0,,69,,1010,0,0,19,0,0,4,,,,,0,2015,02,14,15,0
20150214-18:00,Mist,14,0,0,,78,,1008,0,0,17,0,0,1,,,,,0,2015,02,14,18,0
20150214-21:00,Mist,12,0,0,,84,,1011,0,0,14,0,0,1,,,,,0,2015,02,14,21,0
20150215-00:00,Patches of Fog,12,1,0,,91,,1011,0,0,13,0,0,0.5,,,,,0,2015,02,15,00,0
20150215-03:00,Partial Fog,13,1,0,,95,,1014,0,0,13,0,0,0.5,,,,,0,2015,02,15,03,0
20150215-06:00,Smoke,15,0,0,,52,,1014,0,0,23,0,0,1,,,,,0,2015,02,15,06,0
20150215-09:00,Smoke,13,0,0,,32,,1011,0,0,26,0,0,1,270,West,,,7.4,2015,02,15,09,0
20150215-12:00,Haze,15,0,0,,44,,1010,0,0,24,0,0,1,290,WNW,,,3.7,2015,02,15,12,0
20150215-15:00,Mist,15,0,0,,76,,1013,0,0,19,0,0,1,,,,,0,2015,02,15,15,0
20150215-18:00,Mist,15,0,0,,84,,1014,0,0,16,0,0,1,,,,,0,2015,02,15,18,0
20150215-21:00,Mist,15,0,0,,87,,1014,0,0,17,0,0,1,,,,,0,2015,02,15,21,0
20150216-00:00,Mist,15,0,0,,89,,1014,0,0,16,0,0,1,,,,,0,2015,02,16,00,0
20150216-03:00,Mist,15,0,0,,84,,1016,0,0,17,0,0,1,110,ESE,,,9.3,2015,02,16,03,0
20150216-06:00,Haze,17,0,0,,54,,1016,0,0,24,0,0,2,90,East,,,14.8,2015,02,16,06,0
20150216-09:00,Haze,17,0,0,,46,,1012,0,0,26,0,0,2,110,ESE,,,9.3,2015,02,16,09,0
20150216-12:00,Mist,19,0,0,,69,,1011,0,0,24,0,0,1,110,ESE,,,14.8,2015,02,16,12,0
20150216-15:00,Mist,17,0,0,,71,,1013,0,0,21,0,0,1,70,ENE,,,13,2015,02,16,15,0
20150216-18:00,Mist,16,0,0,,76,,1014,0,0,19,0,0,1,90,East,,,14.8,2015,02,16,18,0
20150216-21:00,Mist,15,0,0,,81,,1013,0,0,18,0,0,1,70,ENE,,,7.4,2015,02,16,21,0
20150217-00:00,Mist,15,0,0,,83,,1012,0,0,17,0,0,1,90,East,,,14.8,2015,02,17,00,0
20150217-03:00,Mist,15,0,0,,83,,1012,0,0,17,0,0,1,90,East,,,14.8,2015,02,17,03,0
20150217-06:00,Mist,17,0,0,,57,,1014,0,0,24,0,0,1,90,East,,,11.1,2015,02,17,06,0
20150217-09:00,Haze,18,0,0,,49,,1011,0,0,26,0,0,2,70,ENE,,,9.3,2015,02,17,09,0
20150217-12:00,Haze,19,0,0,,58,,1009,0,0,25,0,0,2,,,,,0,2015,02,17,12,0
20150217-15:00,Mist,17,0,0,,77,,1012,0,0,21,0,0,2,,,,,0,2015,02,17,15,0
20150217-18:00,Mist,17,0,0,,89,,1013,0,0,18,0,0,1,,,,,0,2015,02,17,18,0
20150217-21:00,Mist,16,0,0,,95,,1012,0,0,17,0,0,1,,,,,0,2015,02,17,21,0
20150218-00:00,Mist,15,0,0,,93,,1012,0,0,16,0,0,1,,,,,0,2015,02,18,00,0
20150218-03:00,Heavy Fog,15,1,0,,96,,1014,0,0,16,0,0,0.5,,,,,0,2015,02,18,03,0
20150218-06:00,Smoke,17,0,0,,48,,1013,0,0,25,0,0,1,140,SE,,,11.1,2015,02,18,06,0
20150218-09:00,Smoke,17,0,0,,40,,1010,0,0,29,0,0,1,50,NE,,,13,2015,02,18,09,0
20150218-12:00,Smoke,18,0,0,,48,,1009,0,0,26,0,0,1,110,ESE,,,11.1,2015,02,18,12,0
20150218-15:00,Mist,17,0,0,,73,,1011,0,0,21,0,0,1,,,,,0,2015,02,18,15,0
20150218-18:00,Mist,17,0,0,,89,,1013,0,0,19,0,0,1,,,,,0,2015,02,18,18,0
20150218-21:00,Light Fog,18,1,0,,96,,1012,0,0,18,0,0,0.5,110,ESE,,,5.6,2015,02,18,21,0
20150219-00:00,Mist,16,0,0,,92,,1012,0,0,17,0,0,1,,,,,0,2015,02,19,00,0
20150219-03:00,Heavy Fog,17,1,0,,84,,1013,0,0,19,0,0,0.5,90,East,,,9.3,2015,02,19,03,0
20150219-06:00,Haze,19,0,0,,54,,1014,0,0,26,0,0,1,140,SE,,,7.4,2015,02,19,06,0
20150219-09:00,Haze,20,0,0,,48,,1010,0,0,29,0,0,2,90,East,,,14.8,2015,02,19,09,0
20150219-12:00,Haze,20,0,0,,60,,1010,0,0,26,0,0,2,90,East,,,11.1,2015,02,19,12,0
20150219-15:00,Mist,20,0,0,,75,,1012,0,0,24,0,0,2,110,ESE,,,7.4,2015,02,19,15,0
20150219-18:00,Mist,20,0,0,,89,,1013,0,0,21,0,0,2,90,East,,,5.6,2015,02,19,18,0
20150219-21:00,Mist,19,0,0,,86,,1012,0,0,20,0,0,2,70,ENE,,,5.6,2015,02,19,21,0
20150220-00:00,Mist,18,0,0,,87,,1012,0,0,19,0,0,2,110,ESE,,,7.4,2015,02,20,00,0
20150220-03:00,Mist,17,0,0,,80,,1014,0,0,20,0,0,1,90,East,,,9.3,2015,02,20,03,0
20150220-06:00,Smoke,20,0,0,,56,,1015,0,0,27,0,0,2,70,ENE,,,9.3,2015,02,20,06,0
20150220-09:00,Haze,17,0,0,,38,,1013,0,0,29,0,0,2,50,NE,,,14.8,2015,02,20,09,0
20150220-12:00,Haze,17,0,0,,47,,1012,0,0,27,0,0,2,90,East,,,9.3,2015,02,20,12,0
20150220-15:00,Haze,18,0,0,,68,,1014,0,0,22,0,0,2,90,East,,,7.4,2015,02,20,15,0
20150220-18:00,Mist,17,0,0,,75,,1015,0,0,20,0,0,2,,,,,0,2015,02,20,18,0
20150220-21:00,Mist,16,0,0,,86,,1016,0,0,18,0,0,2,,,,,0,2015,02,20,21,0
20150221-00:00,Mist,15,0,0,,87,,1015,0,0,16,0,0,2,,,,,0,2015,02,21,00,0
20150221-03:00,Mist,15,0,0,,77,,1016,0,0,18,0,0,2,,,,,0,2015,02,21,03,0
20150221-06:00,Haze,13,0,0,,36,,1016,0,0,26,0,0,4,320,NW,,,5.6,2015,02,21,06,0
20150221-09:00,Haze,17,0,0,,40,,1013,0,0,28,0,0,2,290,WNW,,,14.8,2015,02,21,09,0
20150221-12:00,Haze,17,0,0,,46,,1012,0,0,26,0,0,2,270,West,,,18.5,2015,02,21,12,0
20150221-15:00,Haze,17,0,0,,65,,1014,0,0,22,0,0,2,270,West,,,18.5,2015,02,21,15,0
20150221-18:00,Haze,17,0,0,,75,,1014,0,0,20,0,0,2,290,WNW,,,18.5,2015,02,21,18,0
20150221-21:00,Haze,16,0,0,,82,,1013,0,0,19,0,0,2,290,WNW,,,14.8,2015,02,21,21,0
20150222-00:00,Mist,14,0,0,,75,,1013,0,0,18,0,0,2,270,West,,,18.5,2015,02,22,00,0
20150222-03:00,Mist,14,0,0,,74,,1015,0,0,18,0,0,2,270,West,,,22.2,2015,02,22,03,0
20150222-06:00,Blowing Sand,13,0,0,,35,,1015,0,0,25,0,0,2,270,West,,,25.9,2015,02,22,06,0
20150222-09:00,Blowing Sand,13,0,0,,30,,1012,0,0,28,0,0,2,290,WNW,,,24.1,2015,02,22,09,0
20150222-12:00,Haze,16,0,0,,43,,1011,0,0,26,0,0,2,290,WNW,,,14.8,2015,02,22,12,0
20150222-15:00,Haze,18,0,0,,,,1012,0,0,,0,0,2,290,WNW,,,7.4,2015,02,22,15,0
20150222-18:00,Haze,18,0,0,,73,,1015,0,0,21,0,0,2,340,NNW,,,5.6,2015,02,22,18,0
20150222-21:00,Haze,17,0,0,,82,,1014,0,0,19,0,0,2,,,,,0,2015,02,22,21,0
20150223-00:00,Mist,17,0,0,,91,,1015,0,0,18,0,0,2,250,WSW,,,3.7,2015,02,23,00,0
20150223-03:00,Mist,17,0,0,,94,,1017,0,0,18,0,0,1,250,WSW,,,3.7,2015,02,23,03,0
20150223-06:00,Mist,18,0,0,,60,,1017,0,0,24,0,0,1,20,NNE,,,5.6,2015,02,23,06,0
20150223-09:00,Smoke,19,0,0,,48,,1013,0,0,28,0,0,1,20,NNE,,,5.6,2015,02,23,09,0
20150223-12:00,Smoke,18,0,0,,48,,1012,0,0,27,0,0,1,320,NW,,,5.6,2015,02,23,12,0
20150223-15:00,Mist,18,0,0,,72,,1013,0,0,22,0,0,1,,,,,0,2015,02,23,15,0
20150223-18:00,Mist,17,0,0,,90,,1014,0,0,18,0,0,1,,,,,0,2015,02,23,18,0
20150223-21:00,Mist,16,0,0,,92,,1013,0,0,17,0,0,1,,,,,0,2015,02,23,21,0
20150224-00:00,Patches of Fog,16,1,0,,100,,1012,0,0,16,0,0,0.5,,,,,0,2015,02,24,00,0
20150224-03:00,Partial Fog,16,1,0,,92,,1014,0,0,17,0,0,0.5,,,,,0,2015,02,24,03,0
20150224-06:00,Smoke,18,0,0,,54,,1013,0,0,26,0,0,1,90,East,,,9.3,2015,02,24,06,233
20150224-09:00,Smoke,20,0,0,,50,,1010,0,0,28,0,0,1,110,ESE,,,11.1,2015,02,24,09,277
20150224-12:00,Smoke,20,0,0,,50,,1009,0,0,29,0,0,1,110,ESE,,,5.6,2015,02,24,12,267
20150224-15:00,Mist,20,0,0,,73,,1009,0,0,23,0,0,1,140,SE,,,5.6,2015,02,24,15,197
20150224-18:00,Mist,19,0,0,,81,,1010,0,0,22,0,0,1,90,East,,,7.4,2015,02,24,18,196
20150224-21:00,Mist,19,0,0,,79,,1008,0,0,22,0,0,1,90,East,,,9.3,2015,02,24,21,212
20150225-00:00,Mist,17,0,0,,72,,1008,0,0,21,0,0,1,,,,,0,2015,02,25,00,229
20150225-03:00,Mist,18,0,0,,78,,1010,0,0,21,0,0,1,70,ENE,,,9.3,2015,02,25,03,223
20150225-06:00,Smoke,19,0,0,,62,,1010,0,0,25,0,0,1,50,NE,,,5.6,2015,02,25,06,197
20150225-09:00,Smoke,19,0,0,,50,,1007,0,0,28,0,0,2,,,,,0,2015,02,25,09,195
20150225-12:00,Haze,20,0,0,,61,,1007,0,0,27,0,0,2,50,NE,,,11.1,2015,02,25,12,198
20150225-15:00,Smoke,19,0,0,,65,,1008,0,0,24,0,0,1,250,WSW,,,13,2015,02,25,15,194
20150225-18:00,Haze,8,0,0,,34,,1009,0,0,21,0,0,2,290,WNW,,,9.3,2015,02,25,18,193
20150225-21:00,Haze,10,0,0,,47,,1009,0,0,18,0,0,2,290,WNW,,,3.7,2015,02,25,21,190
20150226-00:00,Haze,10,0,0,,54,,1009,0,0,17,0,0,2,290,WNW,,,5.6,2015,02,26,00,0
20150226-03:00,Haze,10,0,0,,59,,1010,0,0,16,0,0,2,,,,,0,2015,02,26,03,163
20150226-06:00,Haze,6,0,0,,19,,1011,0,0,24,0,0,2,320,NW,,,11.1,2015,02,26,06,162
20150226-09:00,Haze,4,0,0,,14,,1008,0,0,26,0,0,2,270,West,,,11.1,2015,02,26,09,187
20150226-12:00,Haze,3,0,0,,15,,1008,0,0,25,0,0,2,320,NW,,,7.4,2015,02,26,12,0
20150226-15:00,Haze,8,0,0,,38,,1010,0,0,18,0,0,2,320,NW,,,7.4,2015,02,26,15,138
20150226-18:00,Haze,6,0,0,,33,,1012,0,0,18,0,0,2,340,NNW,,,7.4,2015,02,26,18,108
20150226-21:00,Haze,6,0,0,,43,,1011,0,0,16,0,0,2,340,NNW,,,3.7,2015,02,26,21,153
20150227-00:00,Haze,8,0,0,,62,,1012,0,0,13,0,0,2,,,,,0,2015,02,27,00,151
20150227-03:00,Haze,9,0,0,,67,,1014,0,0,14,0,0,2,320,NW,,,7.4,2015,02,27,03,132
20150227-06:00,Haze,6,0,0,,22,,1014,0,0,23,0,0,2,20,NNE,,,9.3,2015,02,27,06,154
20150227-09:00,Haze,6,0,0,,19,,1012,0,0,26,0,0,4,20,NNE,,,11.1,2015,02,27,09,185
20150227-12:00,Haze,8,0,0,,24,,1010,0,0,25,0,0,4,340,NNW,,,5.6,2015,02,27,12,0
20150227-15:00,Haze,9,0,0,,39,,1013,0,0,20,0,0,2,,,,,0,2015,02,27,15,129
20150227-18:00,Haze,10,0,0,,52,,1015,0,0,17,0,0,2,340,NNW,,,7.4,2015,02,27,18,145
20150227-21:00,Haze,10,0,0,,60,,1014,0,0,16,0,0,2,340,NNW,,,5.6,2015,02,27,21,153
20150228-00:00,Mist,10,0,0,,67,,1014,0,0,14,0,0,2,320,NW,,,7.4,2015,02,28,00,155
20150228-03:00,Haze,10,0,0,,60,,1016,0,0,16,0,0,2,,,,,0,2015,02,28,03,152
20150228-06:00,Haze,8,0,0,,26,,1016,0,0,24,0,0,2,340,NNW,,,11.1,2015,02,28,06,152
20150228-09:00,Haze,8,0,0,,18,,1012,0,0,29,0,0,2,110,ESE,,,11.1,2015,02,28,09,169
20150228-12:00,Haze,8,0,0,,22,,1011,0,0,26,0,0,4,50,NE,,,9.3,2015,02,28,12,186
20150228-15:00,Haze,13,0,0,,51,,1012,0,0,21,0,0,4,0,North,,,5.6,2015,02,28,15,158
20150228-18:00,Haze,14,0,0,,60,,1012,0,0,21,0,0,2,,,,,0,2015,02,28,18,112
20150228-21:00,Haze,14,0,0,,60,,1011,0,0,19,0,0,2,110,ESE,,,11.1,2015,02,28,21,181
20150301-00:00,Light Rain,15,0,0,,76,,1010,1,0,18,0,0,2,110,ESE,,,18.5,2015,03,01,00,238
